time_s,ecg_mv
10.96800,-0.06138
10.97200,-0.11323
10.97600,-0.07320
10.98000,-0.06453
10.98400,-0.06446
10.98800,-0.09539
10.99200,-0.06219
10.99600,-0.06384
11.00000,-0.08556
11.00400,-0.05252
11.00800,-0.06791
11.01200,-0.06669
11.01600,-0.07580
11.02000,-0.05664
11.02400,-0.06541
11.02800,-0.04542
11.03200,-0.05872
11.03600,-0.07942
11.04000,-0.07188
11.04400,-0.04989
11.04800,-0.07472
11.05200,-0.06029
11.05600,-0.05758
11.06000,-0.07104
11.06400,-0.11238
11.06800,-0.06452
11.07200,-0.06240
11.07600,-0.06308
11.08000,-0.07914
11.08400,-0.03931
11.08800,-0.06282
11.09200,-0.06896
11.09600,-0.06649
11.10000,-0.04032
11.10400,-0.06185
11.10800,-0.05250
11.11200,0.01410
11.11600,0.01005
11.12000,0.01472
11.12400,0.03023
11.12800,0.02416
11.13200,-0.01235
11.13600,0.04921
11.14000,0.05375
11.14400,0.04051
11.14800,-0.00815
11.15200,0.05001
11.15600,0.04647
11.16000,0.00285
11.16400,0.00595
11.16800,0.00895
11.17200,-0.01743
11.17600,-0.00386
11.18000,-0.03220
11.18400,-0.02806
11.18800,-0.04637
11.19200,-0.08211
11.19600,-0.07709
11.20000,0.00016
11.20400,-0.05831
11.20800,-0.04017
11.21200,-0.04482
11.21600,-0.03456
11.22000,-0.05764
11.22400,-0.08033
11.22800,-0.06867
11.23200,-0.10639
11.23600,-0.07292
11.24000,-0.05175
11.24400,-0.11128
11.24800,-0.06555
11.25200,-0.05339
11.25600,-0.04361
11.26000,-0.08733
11.26400,-0.08200
11.26800,-0.10576
11.27200,-0.08922
11.27600,-0.05930
11.28000,-0.03014
11.28400,-0.09409
11.28800,-0.04846
11.29200,-0.07337
11.29600,-0.10206
11.30000,-0.06531
11.30400,-0.17484
11.30800,-0.14135
11.31200,-0.13455
11.31600,-0.06475
11.32000,0.00979
11.32400,0.15919
11.32800,0.31432
11.33200,0.55974
11.33600,0.78491
11.34000,0.92170
11.34400,0.96372
11.34800,0.87303
11.35200,0.68168
11.35600,0.41773
11.36000,0.22581
11.36400,-0.03425
11.36800,-0.21405
11.37200,-0.24733
11.37600,-0.27439
11.38000,-0.25278
11.38400,-0.18357
11.38800,-0.17868
11.39200,-0.14405
11.39600,-0.12432
11.40000,-0.09018
11.40400,-0.08555
11.40800,-0.06532
11.41200,-0.00373
11.41600,-0.05338
11.42000,-0.07461
11.42400,-0.01713
11.42800,-0.03405
11.43200,-0.03042
11.43600,-0.02692
11.44000,-0.01842
11.44400,-0.01363
11.44800,0.00951
11.45200,0.01176
11.45600,0.02985
11.46000,0.00662
11.46400,0.03041
11.46800,0.03155
11.47200,0.08073
11.47600,0.09553
11.48000,0.08817
11.48400,0.12684
11.48800,0.18480
11.49200,0.17561
11.49600,0.14688
11.50000,0.18267
11.50400,0.21110
11.50800,0.21033
11.51200,0.22852
11.51600,0.25133
11.52000,0.23930
11.52400,0.21314
11.52800,0.24705
11.53200,0.22689
11.53600,0.22386
11.54000,0.20086
11.54400,0.17289
11.54800,0.16149
11.55200,0.16323
11.55600,0.13244
11.56000,0.08275
11.56400,0.13999
11.56800,0.07698
11.57200,0.06782
11.57600,0.07526
11.58000,0.00181
11.58400,0.05983
11.58800,0.00486
11.59200,0.02013
11.59600,-0.01333
11.60000,-0.00788
11.60400,-0.02039
11.60800,-0.02985
11.61200,-0.07168
11.61600,-0.06996
11.62000,-0.04645
11.62400,-0.02170
11.62800,-0.06261
11.63200,-0.04386
11.63600,-0.05279
11.64000,-0.04787
11.64400,-0.03896
11.64800,-0.08820
11.65200,-0.05417
11.65600,-0.06333
11.66000,-0.06616
11.66400,-0.07683
11.66800,-0.07555
11.67200,-0.08027
11.67600,-0.08154
11.68000,-0.01116
11.68400,-0.02683
11.68800,-0.05963
11.69200,-0.04522
11.69600,-0.07855
11.70000,-0.11358
11.70400,-0.09472
11.70800,-0.05629
11.71200,-0.03083
11.71600,-0.05953
11.72000,-0.07803
11.72400,-0.06307
11.72800,-0.07762
11.73200,-0.08518
11.73600,-0.06235
11.74000,-0.06544
11.74400,-0.07329
11.74800,-0.07455
11.75200,-0.07523
11.75600,-0.05231
11.76000,-0.02958
11.76400,-0.06065
11.76800,-0.01279
11.77200,-0.08770
11.77600,-0.05063
11.78000,-0.07833
11.78400,-0.05874
11.78800,-0.05341
11.79200,-0.04431
11.79600,-0.03299
11.80000,-0.06563
11.80400,-0.07883
11.80800,-0.05808
11.81200,-0.04849
11.81600,-0.06763
11.82000,-0.03640
11.82400,-0.02079
11.82800,-0.08113
11.83200,-0.04613
11.83600,-0.03317
11.84000,-0.09024
11.84400,-0.04856
11.84800,-0.05675
11.85200,-0.07990
11.85600,-0.02629
11.86000,-0.04749
11.86400,-0.06084
11.86800,-0.04265
11.87200,-0.03855
11.87600,-0.03586
11.88000,-0.03934
11.88400,-0.04246
11.88800,-0.07314
11.89200,-0.05819
11.89600,-0.04725
11.90000,-0.10349
11.90400,-0.00776
11.90800,-0.05649
11.91200,-0.06942
11.91600,-0.08409
11.92000,-0.04355
11.92400,-0.04755
11.92800,-0.05933
11.93200,-0.05584
11.93600,-0.06480
11.94000,-0.06187
11.94400,-0.04894
11.94800,-0.05934
11.95200,-0.03332
11.95600,-0.04910
11.96000,-0.04351
11.96400,-0.03794
11.96800,-0.02084
11.97200,-0.03365
11.97600,-0.04068
11.98000,-0.04807
11.98400,-0.06035
11.98800,-0.05107
11.99200,-0.03084
11.99600,-0.03947
12.00000,-0.05117
12.00400,-0.06928
12.00800,-0.07286
12.01200,-0.03631
12.01600,-0.02207
12.02000,-0.03417
12.02400,-0.06738
12.02800,-0.04362
12.03200,-0.03359
12.03600,-0.05373
12.04000,-0.02630
12.04400,-0.03335
12.04800,-0.04112
12.05200,-0.04339
12.05600,0.00343
12.06000,0.00249
12.06400,-0.01289
12.06800,-0.00577
12.07200,0.04127
12.07600,0.04533
12.08000,0.03691
12.08400,0.08178
12.08800,0.05124
12.09200,0.04029
12.09600,0.08368
12.10000,0.05772
12.10400,0.06466
12.10800,0.05304
12.11200,0.02541
12.11600,0.01320
12.12000,0.02327
12.12400,0.04503
12.12800,-0.01097
12.13200,0.02669
12.13600,-0.00287
12.14000,-0.03511
12.14400,-0.01341
12.14800,-0.01162
12.15200,-0.04328
12.15600,-0.06949
12.16000,-0.02265
12.16400,-0.05223
12.16800,-0.02266
12.17200,-0.06879
12.17600,-0.03445
12.18000,-0.04742
12.18400,-0.06036
12.18800,-0.03605
12.19200,-0.02780
12.19600,-0.04174
12.20000,-0.05362
12.20400,-0.02624
12.20800,-0.06414
12.21200,-0.01943
12.21600,-0.02003
12.22000,0.00332
12.22400,-0.01194
12.22800,-0.02219
12.23200,-0.02434
12.23600,-0.03022
12.24000,-0.05965
12.24400,-0.01162
12.24800,-0.04035
12.25200,-0.07136
12.25600,-0.10580
12.26000,-0.06858
12.26400,-0.08560
12.26800,-0.08605
12.27200,0.03130
12.27600,0.19566
12.28000,0.35511
12.28400,0.59255
12.28800,0.79466
12.29200,0.94411
12.29600,1.02239
12.30000,0.98147
12.30400,0.73716
12.30800,0.48473
12.31200,0.24909
12.31600,0.01448
12.32000,-0.11326
12.32400,-0.18992
12.32800,-0.24681
12.33200,-0.23015
12.33600,-0.17317
12.34000,-0.11311
12.34400,-0.08594
12.34800,-0.03792
12.35200,-0.06848
12.35600,-0.01923
12.36000,-0.03296
12.36400,-0.01390
12.36800,-0.00592
12.37200,-0.02772
12.37600,-0.00983
12.38000,-0.02396
12.38400,0.00857
12.38800,-0.00744
12.39200,0.00616
12.39600,0.02780
12.40000,0.01989
12.40400,0.06517
12.40800,0.04214
12.41200,0.08396
12.41600,0.08723
12.42000,0.07715
12.42400,0.10954
12.42800,0.11498
12.43200,0.14227
12.43600,0.16244
12.44000,0.22139
12.44400,0.19602
12.44800,0.25181
12.45200,0.24611
12.45600,0.22654
12.46000,0.21949
12.46400,0.28764
12.46800,0.24343
12.47200,0.30067
12.47600,0.30846
12.48000,0.29487
12.48400,0.27907
12.48800,0.27129
12.49200,0.27159
12.49600,0.24878
12.50000,0.23039
12.50400,0.21810
12.50800,0.23125
12.51200,0.17907
12.51600,0.18059
12.52000,0.13307
12.52400,0.12405
12.52800,0.09435
12.53200,0.10114
12.53600,0.10327
12.54000,0.08225
12.54400,0.05438
12.54800,0.06468
12.55200,0.03636
12.55600,0.04182
12.56000,0.03266
12.56400,0.03172
12.56800,-0.03184
12.57200,-0.01328
12.57600,0.02353
12.58000,0.00378
12.58400,0.04717
12.58800,-0.00242
12.59200,-0.00976
12.59600,0.02896
12.60000,0.01019
12.60400,0.03577
12.60800,0.00867
12.61200,-0.00524
12.61600,0.01271
12.62000,-0.01648
12.62400,-0.00975
12.62800,-0.01168
12.63200,-0.00505
12.63600,0.01453
12.64000,-0.00962
12.64400,0.00617
12.64800,-0.00946
12.65200,0.01752
12.65600,-0.05262
12.66000,-0.00308
12.66400,0.00446
12.66800,-0.01940
12.67200,0.02131
12.67600,0.00616
12.68000,0.02701
12.68400,0.02109
12.68800,0.01515
12.69200,0.00011
12.69600,-0.01774
12.70000,-0.00074
12.70400,-0.00512
12.70800,0.00886
12.71200,-0.00471
12.71600,0.06360
12.72000,-0.02610
12.72400,0.02774
12.72800,-0.00379
12.73200,0.00085
12.73600,0.02368
12.74000,0.00609
12.74400,-0.01714
12.74800,0.01453
12.75200,0.00301
12.75600,-0.03274
12.76000,0.01110
12.76400,-0.01286
12.76800,-0.00661
12.77200,0.01733
12.77600,0.01405
12.78000,0.00289
12.78400,0.05066
12.78800,0.01709
12.79200,-0.00263
12.79600,0.01404
12.80000,0.00737
12.80400,-0.03261
12.80800,-0.02025
12.81200,-0.01643
12.81600,0.05055
12.82000,0.00735
12.82400,0.00580
12.82800,0.00046
12.83200,0.03055
12.83600,0.01238
12.84000,0.04500
12.84400,0.02752
12.84800,0.04429
12.85200,0.01050
12.85600,0.02024
12.86000,0.00487
12.86400,0.01019
12.86800,-0.01971
12.87200,0.00269
12.87600,-0.00422
12.88000,0.00179
12.88400,0.03805
12.88800,0.01986
12.89200,0.03867
12.89600,0.03181
12.90000,0.03322
12.90400,0.03507
12.90800,0.00425
12.91200,0.03161
12.91600,0.01015
12.92000,0.00635
12.92400,0.03984
12.92800,0.05875
12.93200,-0.00160
12.93600,0.05100
12.94000,0.03379
12.94400,0.00174
12.94800,0.02370
12.95200,0.02605
12.95600,0.02672
12.96000,0.01342
12.96400,-0.00338
12.96800,0.02351
12.97200,0.04156
12.97600,0.04281
12.98000,0.04399
12.98400,0.05703
12.98800,0.02231
12.99200,0.04736
12.99600,0.06259
13.00000,0.08410
13.00400,0.07739
13.00800,0.09424
13.01200,0.09656
13.01600,0.14349
13.02000,0.06882
13.02400,0.11650
13.02800,0.16859
13.03200,0.12690
13.03600,0.08598
13.04000,0.12033
13.04400,0.08444
13.04800,0.09153
13.05200,0.10027
13.05600,0.11961
13.06000,0.08603
13.06400,0.08085
13.06800,0.07916
13.07200,0.05593
13.07600,0.02919
13.08000,0.03858
13.08400,0.04280
13.08800,0.02781
13.09200,0.01794
13.09600,0.02223
13.10000,-0.00090
13.10400,0.00758
13.10800,0.02515
13.11200,0.01974
13.11600,0.02734
13.12000,0.05368
13.12400,0.03251
13.12800,0.02624
13.13200,0.00440
13.13600,0.00640
13.14000,0.03456
13.14400,0.01068
13.14800,0.03593
13.15200,0.00715
13.15600,0.03055
13.16000,0.02665
13.16400,0.04716
13.16800,0.01995
13.17200,0.01893
13.17600,0.02761
13.18000,0.01763
13.18400,0.03845
13.18800,-0.01434
13.19200,-0.03755
13.19600,-0.04740
13.20000,-0.03075
13.20400,-0.00256
13.20800,0.08741
13.21200,0.18788
13.21600,0.45882
13.22000,0.67565
13.22400,0.85747
13.22800,0.98827
13.23200,1.05960
13.23600,0.98459
13.24000,0.74676
13.24400,0.54210
13.24800,0.25981
13.25200,0.08366
13.25600,-0.04651
13.26000,-0.13195
13.26400,-0.20200
13.26800,-0.12881
13.27200,-0.10052
13.27600,-0.08258
13.28000,-0.02816
13.28400,0.02055
13.28800,0.00510
13.29200,0.02398
13.29600,0.02131
13.30000,0.05923
13.30400,-0.00095
13.30800,0.07096
13.31200,0.02837
13.31600,0.06870
13.32000,0.02421
13.32400,0.04298
13.32800,0.05604
13.33200,0.09114
13.33600,0.05287
13.34000,0.10583
13.34400,0.09349
13.34800,0.14243
13.35200,0.12666
13.35600,0.15733
13.36000,0.16106
13.36400,0.21616
13.36800,0.19264
13.37200,0.21735
13.37600,0.27427
13.38000,0.25546
13.38400,0.28426
13.38800,0.27276
13.39200,0.30508
13.39600,0.26988
13.40000,0.32555
13.40400,0.31845
13.40800,0.30654
13.41200,0.30982
13.41600,0.35766
13.42000,0.33957
13.42400,0.29504
13.42800,0.34937
13.43200,0.28900
13.43600,0.28124
13.44000,0.27742
13.44400,0.23394
13.44800,0.20705
13.45200,0.20580
13.45600,0.22486
13.46000,0.20275
13.46400,0.13698
13.46800,0.17438
13.47200,0.13677
13.47600,0.13187
13.48000,0.11065
13.48400,0.10636
13.48800,0.06923
13.49200,0.06234
13.49600,0.05888
13.50000,0.05902
13.50400,0.07276
13.50800,0.03307
13.51200,0.08360
13.51600,0.03787
13.52000,0.03644
13.52400,0.05951
13.52800,0.05294
13.53200,0.03702
13.53600,0.02217
13.54000,0.02294
13.54400,0.01103
13.54800,0.06351
13.55200,0.06218
13.55600,0.07718
13.56000,0.05077
13.56400,0.04756
13.56800,0.05575
13.57200,0.05952
13.57600,0.03629
13.58000,0.04811
13.58400,0.08286
13.58800,0.00888
13.59200,0.01450
13.59600,0.02310
13.60000,0.05622
13.60400,0.06466
13.60800,0.03535
13.61200,0.05489
13.61600,0.04110
13.62000,0.04789
13.62400,0.03179
13.62800,0.04175
13.63200,0.04226
13.63600,0.06420
13.64000,0.08547
13.64400,0.00764
13.64800,0.05291
13.65200,0.04264
13.65600,0.06145
13.66000,0.06332
13.66400,0.05798
13.66800,0.05860
13.67200,0.02481
13.67600,0.01033
13.68000,0.07539
13.68400,0.06659
13.68800,0.02504
13.69200,0.06830
13.69600,0.05636
13.70000,-0.00367
13.70400,0.06097
13.70800,0.02471
13.71200,0.06624
13.71600,0.03073
13.72000,0.02960
13.72400,0.01422
13.72800,0.03987
13.73200,0.06371
13.73600,0.03124
13.74000,0.00840
13.74400,0.08561
13.74800,0.07991
13.75200,0.05772
13.75600,0.03413
13.76000,0.02120
13.76400,0.01303
13.76800,0.05542
13.77200,0.06976
13.77600,0.02436
13.78000,0.04483
13.78400,0.03955
13.78800,0.04001
13.79200,0.05467
13.79600,0.08538
13.80000,0.03285
13.80400,0.06155
13.80800,0.06621
13.81200,0.03980
13.81600,0.04247
13.82000,0.01953
13.82400,0.06623
13.82800,0.03526
13.83200,0.03294
13.83600,0.04689
13.84000,0.02911
13.84400,0.02560
13.84800,0.04001
13.85200,0.07446
13.85600,0.04189
13.86000,0.05606
13.86400,0.01767
13.86800,0.00845
13.87200,0.08109
13.87600,0.03841
13.88000,0.01647
13.88400,0.04414
13.88800,0.05794
13.89200,0.01297
13.89600,0.02931
13.90000,0.05137
13.90400,0.02863
13.90800,0.06183
13.91200,0.06505
13.91600,0.05508
13.92000,0.03830
13.92400,0.04573
13.92800,0.03447
13.93200,0.04419
13.93600,0.05289
13.94000,0.04100
13.94400,0.06562
13.94800,0.09695
13.95200,0.03636
13.95600,0.05359
13.96000,0.06290
13.96400,0.05951
13.96800,0.04255
13.97200,0.03797
13.97600,0.06674
13.98000,0.05961
13.98400,0.05760
13.98800,0.03273
13.99200,0.06108
13.99600,0.06516
14.00000,0.04758
14.00400,0.06551
14.00800,0.09753
14.01200,0.02273
14.01600,0.07507
14.02000,0.04618
14.02400,0.04904
14.02800,0.07854
14.03200,0.10229
14.03600,0.10210
14.04000,0.08828
14.04400,0.09258
14.04800,0.11852
14.05200,0.13721
14.05600,0.12682
14.06000,0.11755
14.06400,0.18185
14.06800,0.13046
14.07200,0.13997
14.07600,0.12653
14.08000,0.11821
14.08400,0.12147
14.08800,0.10543
14.09200,0.11352
14.09600,0.06933
14.10000,0.05491
14.10400,0.11375
14.10800,0.06805
14.11200,0.07898
14.11600,0.08264
14.12000,0.06720
14.12400,0.05469
14.12800,0.02207
14.13200,0.01991
14.13600,0.06897
14.14000,0.06258
14.14400,0.06013
14.14800,0.01677
14.15200,0.00748
14.15600,0.02825
14.16000,0.02580
14.16400,0.05176
14.16800,0.02889
14.17200,0.07936
14.17600,0.03667
14.18000,0.03786
14.18400,0.06551
14.18800,0.05513
14.19200,0.03128
14.19600,0.06442
14.20000,0.08514
14.20400,0.02254
14.20800,0.03815
14.21200,0.01564
14.21600,-0.01192
14.22000,0.02244
14.22400,0.00584
14.22800,-0.00295
14.23200,-0.01230
14.23600,-0.02703
14.24000,0.09253
14.24400,0.22040
14.24800,0.40701
14.25200,0.63734
14.25600,0.89139
14.26000,1.02410
14.26400,1.11298
14.26800,1.00380
14.27200,0.77058
14.27600,0.57700
14.28000,0.33020
14.28400,0.09300
14.28800,-0.07925
14.29200,-0.10019
14.29600,-0.18138
14.30000,-0.13999
14.30400,-0.13810
14.30800,-0.08323
14.31200,-0.05421
14.31600,0.02907
14.32000,0.05083
14.32400,0.03270
14.32800,0.02188
14.33200,0.05186
14.33600,0.06381
14.34000,0.02976
14.34400,0.04014
14.34800,0.06446
14.35200,0.08466
14.35600,0.07781
14.36000,0.09154
14.36400,0.06599
14.36800,0.05057
14.37200,0.11520
14.37600,0.10262
14.38000,0.13078
14.38400,0.13985
14.38800,0.17179
14.39200,0.16365
14.39600,0.22405
14.40000,0.21430
14.40400,0.24217
14.40800,0.26228
14.41200,0.28801
14.41600,0.29263
14.42000,0.26637
14.42400,0.30244
14.42800,0.36325
14.43200,0.34603
14.43600,0.35502
14.44000,0.35765
14.44400,0.33751
14.44800,0.33530
14.45200,0.33148
14.45600,0.35952
14.46000,0.33415
14.46400,0.34965
14.46800,0.31045
14.47200,0.32193
14.47600,0.27694
14.48000,0.22710
14.48400,0.26620
14.48800,0.22061
14.49200,0.21955
14.49600,0.18328
14.50000,0.15640
14.50400,0.15094
14.50800,0.11167
14.51200,0.09756
14.51600,0.09222
14.52000,0.08933
14.52400,0.06430
14.52800,0.08134
14.53200,0.08295
14.53600,0.11139
14.54000,0.10327
14.54400,0.06254
14.54800,0.07791
14.55200,0.05389
14.55600,0.06398
14.56000,0.05418
14.56400,0.04310
14.56800,0.05433
14.57200,0.02314
14.57600,0.06034
14.58000,0.04565
14.58400,0.02980
14.58800,0.04381
14.59200,0.06164
14.59600,0.03730
14.60000,0.05994
14.60400,0.06176
14.60800,0.08118
14.61200,0.02913
14.61600,0.04831
14.62000,0.06056
14.62400,0.08002
14.62800,0.05566
14.63200,0.06534
14.63600,0.02161
14.64000,0.03901
14.64400,0.08322
14.64800,0.04491
14.65200,0.09311
14.65600,0.03617
14.66000,0.04504
14.66400,0.01911
14.66800,0.06306
14.67200,0.05574
14.67600,0.09031
14.68000,0.05379
14.68400,0.04559
14.68800,0.02276
14.69200,0.04891
14.69600,0.06921
14.70000,0.06514
14.70400,0.07476
14.70800,0.06760
14.71200,0.04962
14.71600,0.06247
14.72000,0.05394
14.72400,0.02423
14.72800,0.08433
14.73200,0.05793
14.73600,0.02977
14.74000,0.05814
14.74400,0.05621
14.74800,0.07021
14.75200,0.07906
14.75600,-0.00958
14.76000,0.06148
14.76400,0.08076
14.76800,0.03176
14.77200,0.01376
14.77600,0.05602
14.78000,0.05713
14.78400,0.05741
14.78800,0.02852
14.79200,0.04123
14.79600,0.05432
14.80000,0.06520
14.80400,0.09383
14.80800,0.05626
14.81200,0.03850
14.81600,0.00370
14.82000,0.07168
14.82400,0.04779
14.82800,0.04822
14.83200,0.03081
14.83600,0.06492
14.84000,0.01484
14.84400,0.05250
14.84800,0.05274
14.85200,0.05627
14.85600,0.07617
14.86000,0.04834
14.86400,0.05215
14.86800,0.06725
14.87200,0.01951
14.87600,0.04445
14.88000,0.05157
14.88400,0.06916
14.88800,0.03432
14.89200,0.06613
14.89600,0.05779
14.90000,0.02064
14.90400,0.02078
14.90800,0.02168
14.91200,0.05287
14.91600,0.05419
14.92000,0.06445
14.92400,0.06640
14.92800,0.03917
14.93200,0.07144
14.93600,0.06659
14.94000,0.05992
14.94400,0.06043
14.94800,0.02593
14.95200,0.05954
14.95600,0.03311
14.96000,0.03176
14.96400,0.05100
14.96800,0.06405
14.97200,0.06453
14.97600,0.06442
14.98000,0.05763
14.98400,0.08884
14.98800,0.07900
14.99200,0.07504
14.99600,0.11453
15.00000,0.15108
15.00400,0.12297
15.00800,0.11751
15.01200,0.17202
15.01600,0.18222
15.02000,0.14356
15.02400,0.14391
15.02800,0.14857
15.03200,0.19714
15.03600,0.13342
15.04000,0.14164
15.04400,0.12111
15.04800,0.06637
15.05200,0.07128
15.05600,0.06003
15.06000,0.08548
15.06400,0.07239
15.06800,0.10044
15.07200,0.05506
15.07600,0.06318
15.08000,0.05597
15.08400,0.05537
15.08800,0.09738
15.09200,0.05599
15.09600,0.07899
15.10000,0.07509
15.10400,0.03686
15.10800,0.06242
15.11200,0.04104
15.11600,0.05072
15.12000,0.05160
15.12400,0.04881
15.12800,0.03898
15.13200,0.07930
15.13600,0.04294
15.14000,0.06217
15.14400,0.08156
15.14800,0.06044
15.15200,0.06812
15.15600,0.07465
15.16000,0.06704
15.16400,0.07617
15.16800,0.00691
15.17200,0.06357
15.17600,0.00954
15.18000,-0.04393
15.18400,-0.03609
15.18800,-0.04998
15.19200,0.01000
15.19600,0.06163
15.20000,0.21150
15.20400,0.43388
15.20800,0.65998
15.21200,0.85857
15.21600,1.02305
15.22000,1.07062
15.22400,0.99385
15.22800,0.80512
15.23200,0.55275
15.23600,0.32089
15.24000,0.05767
15.24400,-0.06829
15.24800,-0.13473
15.25200,-0.16679
15.25600,-0.15241
15.26000,-0.11288
15.26400,-0.05788
15.26800,0.00041
15.27200,0.00079
15.27600,0.01908
15.28000,0.04411
15.28400,0.03974
15.28800,0.01062
15.29200,0.05792
15.29600,0.04796
15.30000,0.04719
15.30400,0.07485
15.30800,0.06758
15.31200,0.06072
15.31600,0.03481
15.32000,0.05138
15.32400,0.09469
15.32800,0.10201
15.33200,0.12438
15.33600,0.13268
15.34000,0.13256
15.34400,0.13195
15.34800,0.15153
15.35200,0.18770
15.35600,0.18522
15.36000,0.24133
15.36400,0.21776
15.36800,0.22611
15.37200,0.27492
15.37600,0.25899
15.38000,0.34108
15.38400,0.30080
15.38800,0.32936
15.39200,0.33268
15.39600,0.32551
15.40000,0.30796
15.40400,0.30448
15.40800,0.35444
15.41200,0.35020
15.41600,0.36307
15.42000,0.27828
15.42400,0.30446
15.42800,0.27709
15.43200,0.27721
15.43600,0.23216
15.44000,0.23862
15.44400,0.22386
15.44800,0.20016
15.45200,0.19969
15.45600,0.15088
15.46000,0.16994
15.46400,0.11095
15.46800,0.14550
15.47200,0.04576
15.47600,0.09081
15.48000,0.06567
15.48400,0.07407
15.48800,0.08814
15.49200,0.07638
15.49600,0.05933
15.50000,0.08768
15.50400,0.02104
15.50800,0.03177
15.51200,0.07624
15.51600,0.05100
15.52000,0.00168
15.52400,0.04898
15.52800,0.01768
15.53200,0.07029
15.53600,0.06311
15.54000,0.02889
15.54400,0.06537
15.54800,0.02256
15.55200,0.05739
15.55600,0.05036
15.56000,0.03606
15.56400,0.00999
15.56800,0.03267
15.57200,-0.00769
15.57600,0.02668
15.58000,0.00079
15.58400,0.06196
15.58800,0.01818
15.59200,-0.01128
15.59600,0.04890
15.60000,0.04444
15.60400,0.02678
15.60800,0.07911
15.61200,0.05208
15.61600,0.03779
15.62000,0.02341
15.62400,-0.02296
15.62800,0.04559
15.63200,0.05505
15.63600,0.02385
15.64000,0.00727
15.64400,0.03453
15.64800,0.00177
15.65200,0.03520
15.65600,0.05031
15.66000,0.06492
15.66400,0.03987
15.66800,0.03833
15.67200,0.04923
15.67600,0.06207
15.68000,0.02751
15.68400,0.00917
15.68800,0.01773
15.69200,0.00822
15.69600,0.01544
15.70000,0.03063
15.70400,0.03973
15.70800,0.03583
15.71200,0.03392
15.71600,0.02521
15.72000,0.04064
15.72400,0.04971
15.72800,0.04701
15.73200,0.06159
15.73600,0.02566
15.74000,0.02625
15.74400,0.06498
15.74800,0.03493
15.75200,0.03898
15.75600,0.02382
15.76000,0.04973
15.76400,0.02212
15.76800,0.00983
15.77200,0.02858
15.77600,0.02075
15.78000,0.04609
15.78400,0.02166
15.78800,0.03149
15.79200,0.02449
15.79600,0.03544
15.80000,0.01583
15.80400,0.05033
15.80800,-0.00043
15.81200,0.02014
15.81600,0.01347
15.82000,0.04040
15.82400,0.02804
15.82800,0.03674
15.83200,0.02024
15.83600,0.01228
15.84000,0.00404
15.84400,0.01955
15.84800,0.01532
15.85200,0.03144
15.85600,0.03276
15.86000,0.04504
15.86400,0.02325
15.86800,0.01035
15.87200,0.00413
15.87600,0.02675
15.88000,0.03313
15.88400,0.06555
15.88800,0.03131
15.89200,0.06444
15.89600,0.06906
15.90000,0.01376
15.90400,0.06306
15.90800,0.06678
15.91200,0.07729
15.91600,0.05762
15.92000,0.08531
15.92400,0.06570
15.92800,0.08336
15.93200,0.09446
15.93600,0.13837
15.94000,0.10582
15.94400,0.13489
15.94800,0.12060
15.95200,0.10614
15.95600,0.12367
15.96000,0.12807
15.96400,0.09451
15.96800,0.11356
15.97200,0.07753
15.97600,0.06446
15.98000,0.07650
15.98400,0.05783
15.98800,0.03402
15.99200,0.01319
15.99600,0.03946
16.00000,0.03820
16.00400,0.01957
16.00800,0.02891
16.01200,-0.00815
16.01600,0.02816
16.02000,0.02709
16.02400,0.02319
16.02800,0.00453
16.03200,0.01774
16.03600,0.01826
16.04000,0.03666
16.04400,0.02045
16.04800,0.01971
16.05200,-0.00012
16.05600,0.03133
16.06000,0.03728
16.06400,0.00370
16.06800,0.02609
16.07200,0.01922
16.07600,0.01184
16.08000,-0.01327
16.08400,0.04708
16.08800,-0.02626
16.09200,0.01528
16.09600,-0.00195
16.10000,0.02174
16.10400,-0.02067
16.10800,-0.02717
16.11200,-0.03401
16.11600,-0.05155
16.12000,-0.07009
16.12400,-0.01370
16.12800,0.06122
16.13200,0.21318
16.13600,0.37942
16.14000,0.61738
16.14400,0.82791
16.14800,0.97203
16.15200,1.03852
16.15600,0.96116
16.16000,0.79404
16.16400,0.51090
16.16800,0.27113
16.17200,0.07238
16.17600,-0.10108
16.18000,-0.17669
16.18400,-0.19687
16.18800,-0.19612
16.19200,-0.16503
16.19600,-0.08113
16.20000,-0.06256
16.20400,-0.03875
16.20800,-0.04232
16.21200,-0.00281
16.21600,0.02562
16.22000,-0.01624
16.22400,-0.00796
16.22800,0.03466
16.23200,0.04400
16.23600,0.04990
16.24000,0.01215
16.24400,0.04023
16.24800,0.01943
16.25200,0.05201
16.25600,0.04283
16.26000,0.06376
16.26400,0.09764
16.26800,0.09007
16.27200,0.09224
16.27600,0.11307
16.28000,0.13324
16.28400,0.13461
16.28800,0.16645
16.29200,0.19213
16.29600,0.22907
16.30000,0.17448
16.30400,0.20852
16.30800,0.22306
16.31200,0.27898
16.31600,0.32200
16.32000,0.28689
16.32400,0.29243
16.32800,0.31682
16.33200,0.24683
16.33600,0.29004
16.34000,0.22691
16.34400,0.28440
16.34800,0.26106
16.35200,0.24906
16.35600,0.25100
16.36000,0.21658
16.36400,0.23302
16.36800,0.19283
16.37200,0.18204
16.37600,0.20647
16.38000,0.12905
16.38400,0.13891
16.38800,0.08752
16.39200,0.11324
16.39600,0.09334
16.40000,0.06399
16.40400,0.06926
16.40800,0.07119
16.41200,0.05757
16.41600,0.02243
